2727	CHEMBL498
2732	CHEMBL1055
2733	CHEMBL1371
2749	CHEMBL1413
2754	CHEMBL799
2756	CHEMBL30
2762	CHEMBL1208
2764	CHEMBL8
2771	CHEMBL549
2781	CHEMBL315157
2786	CHEMBL10766
2789	CHEMBL70418
2794	CHEMBL1083384
2800	CHEMBL2355051
2801	CHEMBL415
2802	CHEMBL452
2803	CHEMBL134
2806	CHEMBL1333662
2809	CHEMBL1213252
2812	CHEMBL104
2828	CHEMBL612012
2833	CHEMBL87
2883	CHEMBL3183440
2895	CHEMBL669
2905	CHEMBL1201338
2907	CHEMBL88
2913	CHEMBL516
2955	CHEMBL1043
2958	CHEMBL3560489
2972	CHEMBL70927
2973	CHEMBL556
2995	CHEMBL72
3003	CHEMBL1393513
3007	CHEMBL405
3008	CHEMBL22207
3009	CHEMBL830
3016	CHEMBL12
3019	CHEMBL181
3042	CHEMBL1123
3053	CHEMBL780
3059	CHEMBL898
3062	CHEMBL20692
3066	CHEMBL3561903
3080	CHEMBL1597
3100	CHEMBL657
3105	CHEMBL1201262
3108	CHEMBL932
3114	CHEMBL517
3117	CHEMBL964
3121	CHEMBL109
3125	CHEMBL1330596
3148	CHEMBL124754
3151	CHEMBL219916
3152	CHEMBL502
3154	CHEMBL269001
3156	CHEMBL1754
3157	CHEMBL707
3158	CHEMBL1628227
3168	CHEMBL1108
3171	CHEMBL1593851
3182	CHEMBL1752
3198	CHEMBL808
3202	CHEMBL1104
3203	CHEMBL59507
3219	CHEMBL594
3222	CHEMBL25991
3226	CHEMBL1257
3241	CHEMBL1106
3250	CHEMBL1368134
3251	CHEMBL1982133
3255	CHEMBL1671887
3261	CHEMBL285674
3267	CHEMBL1717063
3269	CHEMBL283081
3278	CHEMBL456
3279	CHEMBL25539
3291	CHEMBL696
3292	CHEMBL1095
3305	CHEMBL871
3308	CHEMBL622
3310	CHEMBL3184888
3324	CHEMBL880
3331	CHEMBL1094
3333	CHEMBL1480
3339	CHEMBL672
3342	CHEMBL1297
3345	CHEMBL596
3348	CHEMBL914
3350	CHEMBL74318
3354	CHEMBL1493
3363	CHEMBL6628
3364	CHEMBL1622855
3365	CHEMBL106
3366	CHEMBL1463
3367	CHEMBL598
3368	CHEMBL1965242
3370	CHEMBL1720232
3372	CHEMBL726
3373	CHEMBL407
3375	CHEMBL2007346
3380	CHEMBL13280
3381	CHEMBL1599911
3384	CHEMBL1716015
3385	CHEMBL185
3386	CHEMBL41
3388	CHEMBL1200854
3393	CHEMBL968
3394	CHEMBL563
3397	CHEMBL806
3403	CHEMBL2140067
3404	CHEMBL1621884
3410	CHEMBL1256786
3417	CHEMBL1555455
3425	CHEMBL2130995
3440	CHEMBL35
3446	CHEMBL940
3449	CHEMBL1623394
3461	CHEMBL264883
3463	CHEMBL457
3467	CHEMBL329592
3475	CHEMBL427216
3476	CHEMBL1481
3478	CHEMBL1073
3488	CHEMBL472
3494	CHEMBL1201335
3510	CHEMBL289469
3512	CHEMBL1369825
3516	CHEMBL980
3517	CHEMBL1313657
3519	CHEMBL862
3520	CHEMBL821
3559	CHEMBL54
3598	CHEMBL496
3623	CHEMBL1237117
3636	CHEMBL21823
3637	CHEMBL276832
3639	CHEMBL435
3640	CHEMBL1730629
3642	CHEMBL1434261
3647	CHEMBL1763
3652	CHEMBL1535
3657	CHEMBL467
3658	CHEMBL896
3661	CHEMBL195
3672	CHEMBL521
3675	CHEMBL1089
3676	CHEMBL79
3685	CHEMBL1974170
3687	CHEMBL268690
3690	CHEMBL1024
3696	CHEMBL11
3702	CHEMBL406
3715	CHEMBL6
3724	CHEMBL1200507
3737	CHEMBL1201300
3738	CHEMBL1200555
3741	CHEMBL1200614
3742	CHEMBL1201291
3746	CHEMBL1237108
3749	CHEMBL1513
3750	CHEMBL10456
3759	CHEMBL1201168
3763	CHEMBL1256
3767	CHEMBL64
3779	CHEMBL434
3783	CHEMBL1197051
3784	CHEMBL1648
3793	CHEMBL64391
3821	CHEMBL742
3823	CHEMBL157101
3825	CHEMBL571
3826	CHEMBL469
3827	CHEMBL534
3830	CHEMBL228792
3848	CHEMBL1778420
3869	CHEMBL429
3872	CHEMBL58143
3877	CHEMBL141
3878	CHEMBL741
3883	CHEMBL480
3899	CHEMBL960
3902	CHEMBL1444
3914	CHEMBL293030
3915	CHEMBL2218900
3918	CHEMBL20803
3929	CHEMBL191283
3937	CHEMBL105890
3948	CHEMBL561
3950	CHEMBL514
3957	CHEMBL998
3958	CHEMBL580
3964	CHEMBL831
3998	CHEMBL419
4011	CHEMBL21731
4030	CHEMBL685
4031	CHEMBL282121
4032	CHEMBL267936
4033	CHEMBL427
4034	CHEMBL1623
4036	CHEMBL876
4044	CHEMBL686
4046	CHEMBL416956
4051	CHEMBL1256873
4053	CHEMBL429405
4054	CHEMBL807
4057	CHEMBL524004
4058	CHEMBL607
4060	CHEMBL861
4064	CHEMBL979
4075	CHEMBL704
4086	CHEMBL776
4091	CHEMBL1431
4095	CHEMBL651
4101	CHEMBL1201270
4107	CHEMBL1201117
4112	CHEMBL426
4114	CHEMBL416
4120	CHEMBL293927
4121	CHEMBL1577
4138	CHEMBL718
4139	CHEMBL405110
4140	CHEMBL1597692
4158	CHEMBL796
4159	CHEMBL190259
4168	CHEMBL86
4170	CHEMBL878
4171	CHEMBL13
4173	CHEMBL137
4174	CHEMBL934
4178	CHEMBL558
4184	CHEMBL6437
4189	CHEMBL91
4192	CHEMBL655
4195	CHEMBL1201212
4197	CHEMBL189
4201	CHEMBL802
4205	CHEMBL654
4211	CHEMBL1670
4212	CHEMBL58
4235	CHEMBL86304
4236	CHEMBL1373
4271	CHEMBL3210645
4274	CHEMBL1615784
4409	CHEMBL1070
4421	CHEMBL5
4425	CHEMBL609673
4428	CHEMBL36504
4436	CHEMBL1706
4440	CHEMBL1278
4443	CHEMBL1442029
4449	CHEMBL623
4450	CHEMBL465026
4451	CHEMBL365442
4454	CHEMBL266347
4456	CHEMBL278020
4463	CHEMBL57
4485	CHEMBL193
4493	CHEMBL1274
4497	CHEMBL3197349
4499	CHEMBL441428
4506	CHEMBL13209
4509	CHEMBL1605821
4510	CHEMBL730
4513	CHEMBL3183075
4539	CHEMBL9
4543	CHEMBL445
4547	CHEMBL356866
4583	CHEMBL4
4594	CHEMBL1503
4595	CHEMBL46
4599	CHEMBL1434441
4601	CHEMBL900
4603	CHEMBL1619541
4614	CHEMBL1071
4616	CHEMBL568
4631	CHEMBL546
4634	CHEMBL1231
4639	CHEMBL608538
4649	CHEMBL1169
4678	CHEMBL1371937
4679	CHEMBL1502
4680	CHEMBL19224
4691	CHEMBL169007
4695	CHEMBL1615783
4724	CHEMBL26362
4727	CHEMBL13239
4735	CHEMBL55
4736	CHEMBL100116
4737	CHEMBL448
4740	CHEMBL628
4746	CHEMBL75880
4747	CHEMBL251940
4748	CHEMBL567
4756	CHEMBL1242
4763	CHEMBL40
4771	CHEMBL1574
4775	CHEMBL1469
4782	CHEMBL31457
4786	CHEMBL136560
4810	CHEMBL19236
4811	CHEMBL11773
4828	CHEMBL500
4845	CHEMBL1094966
4865	CHEMBL310129
4868	CHEMBL241797
4870	CHEMBL1587
4885	CHEMBL76399
4889	CHEMBL1617336
4891	CHEMBL976
4893	CHEMBL2
4894	CHEMBL1735158
4895	CHEMBL1519597
4900	CHEMBL1732663
4906	CHEMBL1194
4908	CHEMBL506
4909	CHEMBL856
4911	CHEMBL897
4913	CHEMBL640
4915	CHEMBL1321
4917	CHEMBL728
4920	CHEMBL125608
4927	CHEMBL643
4932	CHEMBL631
4934	CHEMBL1180725
4946	CHEMBL27
4976	CHEMBL668
4989	CHEMBL3301743
4991	CHEMBL812
4992	CHEMBL511
4993	CHEMBL36
4999	CHEMBL1200472
5002	CHEMBL716
5029	CHEMBL1219
5032	CHEMBL279157
5035	CHEMBL81
5038	CHEMBL1319316
5039	CHEMBL1790041
5040	CHEMBL3560003
5052	CHEMBL357497
5064	CHEMBL34
5070	CHEMBL744
5071	CHEMBL959
5073	CHEMBL85
5077	CHEMBL151763
5078	CHEMBL905
5090	CHEMBL122
5095	CHEMBL589
5152	CHEMBL1263
5155	CHEMBL418334
5161	CHEMBL154111
5184	CHEMBL13030
5193	CHEMBL447
5195	CHEMBL8663
5203	CHEMBL190573
5206	CHEMBL1200694
5210	CHEMBL1419
5215	CHEMBL439
5238	CHEMBL1644695
5245	CHEMBL923
5248	CHEMBL1208306
5253	CHEMBL471
5257	CHEMBL15273
5267	CHEMBL1562223
5291	CHEMBL941
5297	CHEMBL7763
5300	CHEMBL163484
5311	CHEMBL98
5314	CHEMBL703
5318	CHEMBL1221
5320	CHEMBL455
5329	CHEMBL443
5333	CHEMBL21
5352	CHEMBL3186192
5358	CHEMBL128
5359	CHEMBL956
5376	CHEMBL2139100
5379	CHEMBL31
5381	CHEMBL1657
5391	CHEMBL967
5394	CHEMBL810
5396	CHEMBL1571037
5401	CHEMBL611
5402	CHEMBL3183524
5403	CHEMBL1760
5404	CHEMBL1714574
5408	CHEMBL386630
5410	CHEMBL297687
5426	CHEMBL468
5430	CHEMBL625
5453	CHEMBL671
5454	CHEMBL2355126
5466	CHEMBL1190260
5468	CHEMBL365795
5472	CHEMBL833
5478	CHEMBL173706
5479	CHEMBL1220
5483	CHEMBL1314
5487	CHEMBL1079
5496	CHEMBL14440
5503	CHEMBL817
5505	CHEMBL782
5512	CHEMBL319757
5515	CHEMBL305801
5516	CHEMBL3185138
5523	CHEMBL1237044
5524	CHEMBL32573
5525	CHEMBL24223
5526	CHEMBL877
5530	CHEMBL313833
5533	CHEMBL621
5538	CHEMBL1235644
5546	CHEMBL585
5556	CHEMBL646
5564	CHEMBL849
5565	CHEMBL609
5566	CHEMBL422
5572	CHEMBL1490
5576	CHEMBL695
5577	CHEMBL1201256
5578	CHEMBL22
5584	CHEMBL644
5591	CHEMBL3542292
5593	CHEMBL1200604
5595	CHEMBL8197
5596	CHEMBL1201344
5625	CHEMBL593
5650	CHEMBL1904197
5651	CHEMBL2448935
5656	CHEMBL637
5665	CHEMBL89598
5717	CHEMBL603
5718	CHEMBL18537
5719	CHEMBL1521
5726	CHEMBL178240
5731	CHEMBL120768
5732	CHEMBL911
5735	CHEMBL135400
5746	CHEMBL105
5771	CHEMBL1717878
5775	CHEMBL597
5877	CHEMBL1364144
5878	CHEMBL1200436
5978	CHEMBL90555
6018	CHEMBL117785
6049	CHEMBL858
6058	CHEMBL602
6116	CHEMBL1200800
6256	CHEMBL1129
6432	CHEMBL1663
6436	CHEMBL1504
6451	CHEMBL145704
6468	CHEMBL275528
6476	CHEMBL697
6503	CHEMBL1200391
6726	CHEMBL648
7012	CHEMBL1616045
7029	CHEMBL1194666
7187	CHEMBL1200370
7638	CHEMBL1388
7699	CHEMBL1374379
8197	CHEMBL138297
8982	CHEMBL1443
9354	CHEMBL28721
9433	CHEMBL1370561
9904	CHEMBL757
10100	CHEMBL1213351
10340	CHEMBL186314
10413	CHEMBL1342
10547	CHEMBL1200367
10631	CHEMBL1390
10660	CHEMBL1200406
11125	CHEMBL1200826
11973	CHEMBL3277938
12460	CHEMBL1744
12555	CHEMBL12610
12559	CHEMBL1200510
12597	CHEMBL1200660
12620	CHEMBL1200453
13314	CHEMBL22097
13342	CHEMBL159
14917	CHEMBL1232767
15232	CHEMBL3182097
15459	CHEMBL1079604
16230	CHEMBL540851
16362	CHEMBL1423
16533	CHEMBL1497
16850	CHEMBL1057
16886	CHEMBL117470
17358	CHEMBL1796998
18140	CHEMBL290686
20969	CHEMBL63427
21800	CHEMBL1200384
21945	CHEMBL1201104
22502	CHEMBL1200936
23897	CHEMBL460
24087	CHEMBL1200680
24414	CHEMBL2105897
24450	CHEMBL1200459
24841	CHEMBL1233550
25419	CHEMBL12318
27400	CHEMBL294951
27661	CHEMBL1311
27991	CHEMBL264448
28486	CHEMBL1234004
30623	CHEMBL444186
31072	CHEMBL508102
31264	CHEMBL1410743
31378	CHEMBL1201388
31477	CHEMBL1291
34312	CHEMBL1068
36523	CHEMBL1981292
36811	CHEMBL926
37392	CHEMBL1200901
39042	CHEMBL264374
39507	CHEMBL111461
39764	CHEMBL1200629
39860	CHEMBL2218896
40159	CHEMBL600685
40632	CHEMBL1256391
40703	CHEMBL1909298
40976	CHEMBL430483
41317	CHEMBL3186098
41684	CHEMBL1401
41693	CHEMBL658
41744	CHEMBL20225
41774	CHEMBL3734896
41781	CHEMBL1148
42113	CHEMBL1200733
42395	CHEMBL67128
44563	CHEMBL1201175
44564	CHEMBL1201266
47319	CHEMBL1360
47320	CHEMBL1200527
47471	CHEMBL1200398
47528	CHEMBL284906
47725	CHEMBL2133738
50294	CHEMBL746
51263	CHEMBL634
51577	CHEMBL1527329
51634	CHEMBL1029
54158	CHEMBL1605443
54331	CHEMBL1200331
54454	CHEMBL1064
54688	CHEMBL143
54840	CHEMBL1702
55331	CHEMBL1201405
56338	CHEMBL919
56959	CHEMBL1404
57469	CHEMBL1282
57537	CHEMBL104383
57697	CHEMBL1201198
59708	CHEMBL1400561
59768	CHEMBL768
60164	CHEMBL1265
60172	CHEMBL484
60198	CHEMBL1200374
60490	CHEMBL93
60496	CHEMBL1200402
60612	CHEMBL397901
60613	CHEMBL152
60726	CHEMBL1077
60751	CHEMBL500576
60752	CHEMBL3187455
60787	CHEMBL296480
60795	CHEMBL1112
60834	CHEMBL1200328
60852	CHEMBL997
60853	CHEMBL1375743
60860	CHEMBL818
60867	CHEMBL313136
60871	CHEMBL922
60877	CHEMBL885
60936	CHEMBL1200448
60953	CHEMBL1773
61475	CHEMBL2096650
62358	CHEMBL1200747
62956	CHEMBL581
62959	CHEMBL428
62965	CHEMBL2115116
64929	CHEMBL981
64987	CHEMBL315593
65014	CHEMBL2311028
65157	CHEMBL2107067
65628	CHEMBL487253
65856	CHEMBL180101
65863	CHEMBL1201196
65866	CHEMBL250270
65999	CHEMBL1017
68740	CHEMBL924
68844	CHEMBL220491
69512	CHEMBL592005
71158	CHEMBL1201293
71301	CHEMBL434394
71329	CHEMBL473
71360	CHEMBL14376
71469	CHEMBL1200506
71616	CHEMBL638
72022	CHEMBL1201368
72081	CHEMBL2135460
72111	CHEMBL1467058
73303	CHEMBL491571
74989	CHEMBL222334
77992	CHEMBL1279
77993	CHEMBL1510
77997	CHEMBL1201032
82146	CHEMBL1023
82148	CHEMBL10878
84003	CHEMBL1201124
91488	CHEMBL1201390
93860	CHEMBL1530
96312	CHEMBL406852
104741	CHEMBL1358
104799	CHEMBL549386
104849	CHEMBL558598
104865	CHEMBL957
107969	CHEMBL544665
107994	CHEMBL1733
110635	CHEMBL779
114709	CHEMBL1067
115237	CHEMBL1621
115355	CHEMBL1337
119182	CHEMBL1750
119607	CHEMBL865
119828	CHEMBL1206690
121396	CHEMBL1201780
121749	CHEMBL545921
121892	CHEMBL41355
123015	CHEMBL2002702
123606	CHEMBL1505
123619	CHEMBL416146
123631	CHEMBL939
124087	CHEMBL1172
125017	CHEMBL1118
125889	CHEMBL167003
129228	CHEMBL1201754
130564	CHEMBL1567328
130881	CHEMBL1200692
131535	CHEMBL1200734
132804	CHEMBL3392031
132971	CHEMBL254328
132999	CHEMBL471737
134018	CHEMBL1164729
134019	CHEMBL167731
134780	CHEMBL43452
145068	CHEMBL1200689
147912	CHEMBL221872
148121	CHEMBL1201746
148192	CHEMBL1163
148211	CHEMBL1276421
150311	CHEMBL1138
150610	CHEMBL1359
151075	CHEMBL1021
151171	CHEMBL1755
153994	CHEMBL1237132
154058	CHEMBL2361425
154256	CHEMBL2106615
156418	CHEMBL1200776
157920	CHEMBL1201134
157921	CHEMBL1201093
158781	CHEMBL1516
163296	CHEMBL2103936
166548	CHEMBL264241
170361	CHEMBL556954
176870	CHEMBL553
179344	CHEMBL87992
185457	CHEMBL3183117
193962	CHEMBL308954
197712	CHEMBL302753
208898	CHEMBL184412
208902	CHEMBL1218
208908	CHEMBL554
213039	CHEMBL1323
213046	CHEMBL1237021
216210	CHEMBL48361
216235	CHEMBL282724
216237	CHEMBL344159
216239	CHEMBL1336
216326	CHEMBL848
216416	CHEMBL328190
219024	CHEMBL317052
219078	CHEMBL58323
222786	CHEMBL1499
358641	CHEMBL58061
444006	CHEMBL3348868
449193	CHEMBL193240
477468	CHEMBL457547
517045	CHEMBL1354
644241	CHEMBL255863
656628	CHEMBL3348946
656892	CHEMBL1221879
657298	CHEMBL1518
667490	CHEMBL1425
1349907	CHEMBL1515
2723601	CHEMBL727
2761171	CHEMBL1441
3010818	CHEMBL231813
3038497	CHEMBL2021422
3052762	CHEMBL117287
3062316	CHEMBL1421
3081361	CHEMBL24828
3081362	CHEMBL507870
3085017	CHEMBL1201798
3086685	CHEMBL1988437
3086686	CHEMBL1990885
4369359	CHEMBL1422
4659569	CHEMBL1324
5251896	CHEMBL3665969
5277135	CHEMBL204656
5310993	CHEMBL345714
5311167	CHEMBL1201360
5328940	CHEMBL288441
5359596	CHEMBL1231052
5361917	CHEMBL1201770
5362420	CHEMBL2052016
5464096	CHEMBL1201365
6326970	CHEMBL1235891
6398970	CHEMBL1417821
6433119	CHEMBL3183768
6437075	CHEMBL3137696
6442177	CHEMBL1908360
6445540	CHEMBL1201752
6918182	CHEMBL3707306
6918313	CHEMBL1615374
6918456	CHEMBL1201772
6918462	CHEMBL1658
6918558	CHEMBL1201764
6918638	CHEMBL408513
6918670	CHEMBL1863513
9800339	CHEMBL603271
9818231	CHEMBL234085
9831414	CHEMBL1200711
9853053	CHEMBL354541
9854489	CHEMBL1676
9865528	CHEMBL2095212
9869929	CHEMBL1963681
9871419	CHEMBL398435
9887712	CHEMBL429910
9898619	CHEMBL1908335
9912092	CHEMBL473204
9924495	CHEMBL1214124
9930048	CHEMBL2107383
9941444	CHEMBL3349607
9966051	CHEMBL2204360
10096344	CHEMBL237500
10113978	CHEMBL477772
10163178	CHEMBL2347958
10178705	CHEMBL1201760
10182969	CHEMBL231779
10324367	CHEMBL218394
10465263	CHEMBL181172
11001318	CHEMBL2103837
11167602	CHEMBL1946170
11304743	CHEMBL2107834
11519069	CHEMBL523299
11556711	CHEMBL451887
11597571	CHEMBL1825138
11597697	CHEMBL1201178
11707110	CHEMBL2103875
11949646	CHEMBL2107830
15951529	CHEMBL1082407
16004692	CHEMBL2103873
16126651	CHEMBL3182647
16129704	CHEMBL2103749
16130199	CHEMBL525076
16131215	CHEMBL1252
16136245	CHEMBL415606
16137271	CHEMBL2104391
16158207	CHEMBL3301676
16213095	CHEMBL1730764
16220172	CHEMBL2010601
17754772	CHEMBL2002099
23668479	CHEMBL518520
24776445	CHEMBL473417
24812758	CHEMBL2048484
24822371	CHEMBL1774461
24826799	CHEMBL1171837
25074470	CHEMBL1201334
25077993	CHEMBL1201255
25102847	CHEMBL2105717
42611257	CHEMBL1229517
44462760	CHEMBL2028663
44564107	CHEMBL502097
46216142	CHEMBL1213165
54677977	CHEMBL2062101
70683024	CHEMBL2105765
70695640	CHEMBL2104535
